,instant,dteday_hour,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,seaoson,dteday_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily
7558,7559,2011-11-16,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,6,52,58,winter,,,,,,,,,,,,,,,
7559,7560,2011-11-16,4,0,11,14,0,3,1,2,0.46,0.4545,1.0,0.1343,12,49,61,winter,,,,,,,,,,,,,,,
7560,7561,2011-11-16,4,0,11,15,0,3,1,3,0.48,0.4697,0.94,0.1045,16,50,66,winter,,,,,,,,,,,,,,,
7561,7562,2011-11-16,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123,winter,,,,,,,,,,,,,,,
7562,7563,2011-11-16,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,17,216,233,winter,,,,,,,,,,,,,,,
7563,7564,2011-11-16,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189,winter,,,,,,,,,,,,,,,
7564,7565,2011-11-16,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,3,108,111,winter,,,,,,,,,,,,,,,
7565,7566,2011-11-16,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,5,94,99,winter,,,,,,,,,,,,,,,
7566,7567,2011-11-16,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75,winter,,,,,,,,,,,,,,,
7567,7568,2011-11-16,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,1,45,46,winter,,,,,,,,,,,,,,,
7568,7569,2011-11-16,4,0,11,23,0,3,1,3,0.42,0.4242,0.88,0.1343,3,28,31,winter,,,,,,,,,,,,,,,
7569,7570,2011-11-17,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,22,24,winter,,,,,,,,,,,,,,,
7570,7571,2011-11-17,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,0,5,5,winter,,,,,,,,,,,,,,,
7571,7572,2011-11-17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5,5,winter,,,,,,,,,,,,,,,
7572,7573,2011-11-17,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3,3,winter,,,,,,,,,,,,,,,
7573,7574,2011-11-17,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,1,3,4,winter,,,,,,,,,,,,,,,
7574,7575,2011-11-17,4,0,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,1,21,22,winter,,,,,,,,,,,,,,,
7575,7576,2011-11-17,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,72,75,winter,,,,,,,,,,,,,,,
7576,7577,2011-11-17,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,4,164,168,winter,,,,,,,,,,,,,,,
7577,7578,2011-11-17,4,0,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,12,343,355,winter,,,,,,,,,,,,,,,
7578,7579,2011-11-17,4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,14,184,198,winter,,,,,,,,,,,,,,,
7579,7580,2011-11-17,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,74,81,winter,,,,,,,,,,,,,,,
7580,7581,2011-11-17,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,93,97,winter,,,,,,,,,,,,,,,
7581,7582,2011-11-17,4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,6,115,121,winter,,,,,,,,,,,,,,,
7582,7583,2011-11-17,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124,winter,,,,,,,,,,,,,,,
7583,7584,2011-11-17,4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,5,105,110,winter,,,,,,,,,,,,,,,
7584,7585,2011-11-17,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116,winter,,,,,,,,,,,,,,,
7585,7586,2011-11-17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195,winter,,,,,,,,,,,,,,,
7586,7587,2011-11-17,4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,379,399,winter,,,,,,,,,,,,,,,
7587,7588,2011-11-17,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,298,307,winter,,,,,,,,,,,,,,,
7588,7589,2011-11-17,4,0,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,7,210,217,winter,,,,,,,,,,,,,,,
7589,7590,2011-11-17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169,winter,,,,,,,,,,,,,,,
7590,7591,2011-11-17,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,113,116,winter,,,,,,,,,,,,,,,
7591,7592,2011-11-17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,1,83,84,winter,,,,,,,,,,,,,,,
7592,7593,2011-11-17,4,0,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,0,58,58,winter,,,,,,,,,,,,,,,
7593,7594,2011-11-18,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,2,28,30,winter,,,,,,,,,,,,,,,
7594,7595,2011-11-18,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10,winter,,,,,,,,,,,,,,,
7595,7596,2011-11-18,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,8,10,winter,,,,,,,,,,,,,,,
7596,7597,2011-11-18,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2,2,winter,,,,,,,,,,,,,,,
7597,7598,2011-11-18,4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,0,5,5,winter,,,,,,,,,,,,,,,
7598,7599,2011-11-18,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22,22,winter,,,,,,,,,,,,,,,
7599,7600,2011-11-18,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71,winter,,,,,,,,,,,,,,,
7600,7601,2011-11-18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216,winter,,,,,,,,,,,,,,,
7601,7602,2011-11-18,4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,6,369,375,winter,,,,,,,,,,,,,,,
7602,7603,2011-11-18,4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,6,207,213,winter,,,,,,,,,,,,,,,
7603,7604,2011-11-18,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115,winter,,,,,,,,,,,,,,,
7604,7605,2011-11-18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140,winter,,,,,,,,,,,,,,,
7605,7606,2011-11-18,4,0,11,12,0,5,1,1,0.32,0.3333,0.33,0.0,22,143,165,winter,,,,,,,,,,,,,,,
7606,7607,2011-11-18,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,31,146,177,winter,,,,,,,,,,,,,,,
7607,7608,2011-11-18,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,123,154,winter,,,,,,,,,,,,,,,
7608,7609,2011-11-18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,151,178,winter,,,,,,,,,,,,,,,
7609,7610,2011-11-18,4,0,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,19,190,209,winter,,,,,,,,,,,,,,,
7610,7611,2011-11-18,4,0,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,17,361,378,winter,,,,,,,,,,,,,,,
7611,7612,2011-11-18,4,0,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,16,312,328,winter,,,,,,,,,,,,,,,
7612,7613,2011-11-18,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,183,190,winter,,,,,,,,,,,,,,,
7613,7614,2011-11-18,4,0,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,8,129,137,winter,,,,,,,,,,,,,,,
7614,7615,2011-11-18,4,0,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,3,108,111,winter,,,,,,,,,,,,,,,
7615,7616,2011-11-18,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,88,97,winter,,,,,,,,,,,,,,,
7616,7617,2011-11-18,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,5,54,59,winter,,,,,,,,,,,,,,,
7617,7618,2011-11-19,4,0,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,49,53,winter,,,,,,,,,,,,,,,
7618,7619,2011-11-19,4,0,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,34,35,winter,,,,,,,,,,,,,,,
7619,7620,2011-11-19,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46,winter,,,,,,,,,,,,,,,
7620,7621,2011-11-19,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15,winter,,,,,,,,,,,,,,,
7621,7622,2011-11-19,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8,winter,,,,,,,,,,,,,,,
7622,7623,2011-11-19,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2,winter,,,,,,,,,,,,,,,
7623,7624,2011-11-19,4,0,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,10,12,winter,,,,,,,,,,,,,,,
7624,7625,2011-11-19,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41,winter,,,,,,,,,,,,,,,
7625,7626,2011-11-19,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,80,92,winter,,,,,,,,,,,,,,,
7626,7627,2011-11-19,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,130,142,winter,,,,,,,,,,,,,,,
7627,7628,2011-11-19,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,165,200,winter,,,,,,,,,,,,,,,
7628,7629,2011-11-19,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0.0,50,183,233,winter,,,,,,,,,,,,,,,
7629,7630,2011-11-19,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311,winter,,,,,,,,,,,,,,,
7630,7631,2011-11-19,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,118,245,363,winter,,,,,,,,,,,,,,,
7631,7632,2011-11-19,4,0,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,121,228,349,winter,,,,,,,,,,,,,,,
7632,7633,2011-11-19,4,0,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,120,262,382,winter,,,,,,,,,,,,,,,
7633,7634,2011-11-19,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287,winter,,,,,,,,,,,,,,,
7634,7635,2011-11-19,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232,winter,,,,,,,,,,,,,,,
7635,7636,2011-11-19,4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208,winter,,,,,,,,,,,,,,,
7636,7637,2011-11-19,4,0,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,149,182,winter,,,,,,,,,,,,,,,
7637,7638,2011-11-19,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,115,163,winter,,,,,,,,,,,,,,,
7638,7639,2011-11-19,4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,79,108,winter,,,,,,,,,,,,,,,
7639,7640,2011-11-19,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106,winter,,,,,,,,,,,,,,,
7640,7641,2011-11-19,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93,winter,,,,,,,,,,,,,,,
7641,7642,2011-11-20,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,79,93,winter,,,,,,,,,,,,,,,
7642,7643,2011-11-20,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,11,73,84,winter,,,,,,,,,,,,,,,
7643,7644,2011-11-20,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,44,56,winter,,,,,,,,,,,,,,,
7644,7645,2011-11-20,4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,31,37,winter,,,,,,,,,,,,,,,
7645,7646,2011-11-20,4,0,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,2,10,12,winter,,,,,,,,,,,,,,,
7646,7647,2011-11-20,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4,4,winter,,,,,,,,,,,,,,,
7647,7648,2011-11-20,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,3,6,9,winter,,,,,,,,,,,,,,,
7648,7649,2011-11-20,4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,19,23,winter,,,,,,,,,,,,,,,
7649,7650,2011-11-20,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65,winter,,,,,,,,,,,,,,,
7650,7651,2011-11-20,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,109,138,winter,,,,,,,,,,,,,,,
7651,7652,2011-11-20,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229,winter,,,,,,,,,,,,,,,
7652,7653,2011-11-20,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286,winter,,,,,,,,,,,,,,,
7653,7654,2011-11-20,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,234,304,winter,,,,,,,,,,,,,,,
7654,7655,2011-11-20,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,84,285,369,winter,,,,,,,,,,,,,,,
7655,7656,2011-11-20,4,0,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,113,250,363,winter,,,,,,,,,,,,,,,
7656,7657,2011-11-20,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,109,242,351,winter,,,,,,,,,,,,,,,
7657,7658,2011-11-20,4,0,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,81,225,306,winter,,,,,,,,,,,,,,,
7658,7659,2011-11-20,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.194,35,168,203,winter,,,,,,,,,,,,,,,
7659,7660,2011-11-20,4,0,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,22,123,145,winter,,,,,,,,,,,,,,,
7660,7661,2011-11-20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157,winter,,,,,,,,,,,,,,,
7661,7662,2011-11-20,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,winter,,,,,,,,,,,,,,,
7662,7663,2011-11-20,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105,winter,,,,,,,,,,,,,,,
7663,7664,2011-11-20,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40,winter,,,,,,,,,,,,,,,
7664,7665,2011-11-20,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28,winter,,,,,,,,,,,,,,,
7665,7666,2011-11-21,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0,4,13,17,winter,,,,,,,,,,,,,,,
7666,7667,2011-11-21,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,4,8,12,winter,,,,,,,,,,,,,,,
7667,7668,2011-11-21,4,0,11,2,0,1,1,3,0.44,0.4394,1.0,0.194,1,2,3,winter,,,,,,,,,,,,,,,
7668,7669,2011-11-21,4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4,winter,,,,,,,,,,,,,,,
7669,7670,2011-11-21,4,0,11,4,0,1,1,3,0.44,0.4394,1.0,0.1343,0,5,5,winter,,,,,,,,,,,,,,,
7670,7671,2011-11-21,4,0,11,5,0,1,1,2,0.44,0.4394,1.0,0.0,0,20,20,winter,,,,,,,,,,,,,,,
7671,7672,2011-11-21,4,0,11,6,0,1,1,2,0.42,0.4242,1.0,0.0,0,76,76,winter,,,,,,,,,,,,,,,
7672,7673,2011-11-21,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246,winter,,,,,,,,,,,,,,,
7673,7674,2011-11-21,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0.0,13,378,391,winter,,,,,,,,,,,,,,,
7674,7675,2011-11-21,4,0,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,15,222,237,winter,,,,,,,,,,,,,,,
7675,7676,2011-11-21,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0.0,25,110,135,winter,,,,,,,,,,,,,,,
7676,7677,2011-11-21,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128,winter,,,,,,,,,,,,,,,
7677,7678,2011-11-21,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162,winter,,,,,,,,,,,,,,,
7678,7679,2011-11-21,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121,134,winter,,,,,,,,,,,,,,,
7679,7680,2011-11-21,4,0,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,14,121,135,winter,,,,,,,,,,,,,,,
7680,7681,2011-11-21,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,15,93,108,winter,,,,,,,,,,,,,,,
7681,7682,2011-11-21,4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,13,95,108,winter,,,,,,,,,,,,,,,
7682,7683,2011-11-21,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,10,200,210,winter,,,,,,,,,,,,,,,
7683,7684,2011-11-21,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,8,184,192,winter,,,,,,,,,,,,,,,
7684,7685,2011-11-21,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,2,135,137,winter,,,,,,,,,,,,,,,
7685,7686,2011-11-21,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,winter,,,,,,,,,,,,,,,
7686,7687,2011-11-21,4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114,winter,,,,,,,,,,,,,,,
7687,7688,2011-11-21,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,6,72,78,winter,,,,,,,,,,,,,,,
7688,7689,2011-11-21,4,0,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,4,29,33,winter,,,,,,,,,,,,,,,
7689,7690,2011-11-22,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14,winter,,,,,,,,,,,,,,,
7690,7691,2011-11-22,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6,winter,,,,,,,,,,,,,,,
7691,7692,2011-11-22,4,0,11,2,0,2,1,3,0.38,0.3939,1.0,0.1045,2,4,6,winter,,,,,,,,,,,,,,,
7692,7693,2011-11-22,4,0,11,3,0,2,1,3,0.38,0.3939,1.0,0.1045,1,2,3,winter,,,,,,,,,,,,,,,
7693,7694,2011-11-22,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7,winter,,,,,,,,,,,,,,,
7694,7695,2011-11-22,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18,winter,,,,,,,,,,,,,,,
7695,7696,2011-11-22,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,1,63,64,winter,,,,,,,,,,,,,,,
7696,7697,2011-11-22,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121,winter,,,,,,,,,,,,,,,
7697,7698,2011-11-22,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190,winter,,,,,,,,,,,,,,,
7698,7699,2011-11-22,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0.0,2,147,149,winter,,,,,,,,,,,,,,,
7699,7700,2011-11-22,4,0,11,10,0,2,1,3,0.4,0.4091,0.94,0.0,6,46,52,winter,,,,,,,,,,,,,,,
7700,7701,2011-11-22,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32,winter,,,,,,,,,,,,,,,
7701,7702,2011-11-22,4,0,11,12,0,2,1,3,0.4,0.4091,1.0,0.0896,3,18,21,winter,,,,,,,,,,,,,,,
7702,7703,2011-11-22,4,0,11,13,0,2,1,3,0.42,0.4242,1.0,0.0896,4,22,26,winter,,,,,,,,,,,,,,,
7703,7704,2011-11-22,4,0,11,14,0,2,1,3,0.42,0.4242,1.0,0.0896,4,31,35,winter,,,,,,,,,,,,,,,
7704,7705,2011-11-22,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0.0,2,32,34,winter,,,,,,,,,,,,,,,
7705,7706,2011-11-22,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0.0,3,59,62,winter,,,,,,,,,,,,,,,
7706,7707,2011-11-22,4,0,11,17,0,2,1,3,0.44,0.4394,1.0,0.0896,4,161,165,winter,,,,,,,,,,,,,,,
7707,7708,2011-11-22,4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,0,148,148,winter,,,,,,,,,,,,,,,
7708,7709,2011-11-22,4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111,winter,,,,,,,,,,,,,,,
7709,7710,2011-11-22,4,0,11,20,0,2,1,2,0.46,0.4545,1.0,0.2239,6,121,127,winter,,,,,,,,,,,,,,,
7710,7711,2011-11-22,4,0,11,21,0,2,1,2,0.46,0.4545,1.0,0.2537,4,86,90,winter,,,,,,,,,,,,,,,
7711,7712,2011-11-22,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87,winter,,,,,,,,,,,,,,,
7712,7713,2011-11-22,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,3,36,39,winter,,,,,,,,,,,,,,,
7713,7714,2011-11-23,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16,winter,,,,,,,,,,,,,,,
7714,7715,2011-11-23,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8,winter,,,,,,,,,,,,,,,
7715,7716,2011-11-23,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6,winter,,,,,,,,,,,,,,,
7716,7717,2011-11-23,4,0,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,1,2,3,winter,,,,,,,,,,,,,,,
7717,7718,2011-11-23,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5,winter,,,,,,,,,,,,,,,
7718,7719,2011-11-23,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,1,16,17,winter,,,,,,,,,,,,,,,
7719,7720,2011-11-23,4,0,11,6,0,3,1,2,0.44,0.4394,1.0,0.0,1,68,69,winter,,,,,,,,,,,,,,,
7720,7721,2011-11-23,4,0,11,7,0,3,1,2,0.46,0.4545,1.0,0.0896,2,154,156,winter,,,,,,,,,,,,,,,
7721,7722,2011-11-23,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,7,316,323,winter,,,,,,,,,,,,,,,
7722,7723,2011-11-23,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167,winter,,,,,,,,,,,,,,,
7723,7724,2011-11-23,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,winter,,,,,,,,,,,,,,,
7724,7725,2011-11-23,4,0,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,107,116,winter,,,,,,,,,,,,,,,
7725,7726,2011-11-23,4,0,11,12,0,3,1,1,0.48,0.4697,0.55,0.4179,9,151,160,winter,,,,,,,,,,,,,,,
7726,7727,2011-11-23,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174,winter,,,,,,,,,,,,,,,
7727,7728,2011-11-23,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,13,200,213,winter,,,,,,,,,,,,,,,
7728,7729,2011-11-23,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207,winter,,,,,,,,,,,,,,,
7729,7730,2011-11-23,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,4,169,173,winter,,,,,,,,,,,,,,,
7730,7731,2011-11-23,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163,winter,,,,,,,,,,,,,,,
7731,7732,2011-11-23,4,0,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,7,138,145,winter,,,,,,,,,,,,,,,
7732,7733,2011-11-23,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122,winter,,,,,,,,,,,,,,,
7733,7734,2011-11-23,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68,winter,,,,,,,,,,,,,,,
7734,7735,2011-11-23,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66,winter,,,,,,,,,,,,,,,
7735,7736,2011-11-23,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62,winter,,,,,,,,,,,,,,,
7736,7737,2011-11-23,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51,winter,,,,,,,,,,,,,,,
7737,7738,2011-11-24,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23,winter,,,,,,,,,,,,,,,
7738,7739,2011-11-24,4,0,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,1,23,24,winter,,,,,,,,,,,,,,,
7739,7740,2011-11-24,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,winter,,,,,,,,,,,,,,,
7740,7741,2011-11-24,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,winter,,,,,,,,,,,,,,,
7741,7742,2011-11-24,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,winter,,,,,,,,,,,,,,,
7742,7743,2011-11-24,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,winter,,,,,,,,,,,,,,,
7743,7744,2011-11-24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,winter,,,,,,,,,,,,,,,
7744,7745,2011-11-24,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,winter,,,,,,,,,,,,,,,
7745,7746,2011-11-24,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,winter,,,,,,,,,,,,,,,
7746,7747,2011-11-24,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0.0,13,68,81,winter,,,,,,,,,,,,,,,
7747,7748,2011-11-24,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0.0,34,64,98,winter,,,,,,,,,,,,,,,
7748,7749,2011-11-24,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,winter,,,,,,,,,,,,,,,
7749,7750,2011-11-24,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,winter,,,,,,,,,,,,,,,
7750,7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,winter,,,,,,,,,,,,,,,
7751,7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,winter,,,,,,,,,,,,,,,
7752,7753,2011-11-24,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,winter,,,,,,,,,,,,,,,
